identifiant,nom,description,contexte,exemples,ressources,points,pourcentage,categorie,reductionPotentiel,perimetreEvaluation,desactivation,desactivationDesc,score,scoreDesc,reduction,reductionDesc,personnalisationQuestions,indicateurs,exprScore
5.3,"Actions dirigées vers les acteurs économiques (TPE/PME, grandes entreprises, commerçants, artisans, … y compris associations à activité économique et acteurs économiques publics : type CHU, EHPAD, SEM, ...)","La collectivité met en place des actions d'économie circulaire vers les acteurs économiques du territoire, sur l'ensemble des 7 piliers de l'économie circulaire.

Les actions prises en compte dans cette orientation doivent être en cours de validité ou avoir été réalisées dans les 4 dernières années.","**Contexte – Agir collectivement**

[Ecologie](https://www.optigede.ademe.fr/ecologie-industrielle-territoriale-enjeux)

[Industrielle et Territoriale](https://www.optigede.ademe.fr/ecologie-industrielle-territoriale-enjeux)

[Gestion](https://www.optigede.ademe.fr/gestion-collective-dechets-entreprises-introduction)

[collective](https://www.optigede.ademe.fr/gestion-collective-dechets-entreprises-introduction)

[Rôles](https://www.optigede.ademe.fr/bao-destinee-aux-relais-professionnels-pour-accompagner-les-entreprises-vers-la-reduction-des-dechet)

[des relais professionnels et collectivités](https://www.optigede.ademe.fr/bao-destinee-aux-relais-professionnels-pour-accompagner-les-entreprises-vers-la-reduction-des-dechet)

**Contexte – Produire autrement**

[Développer l’éco-conception](https://www.optigede.ademe.fr/eco-conception) [Optimisation de l’usage des produits](https://www.optigede.ademe.fr/optimisation-usage-produits) [Réemploi des emballages industriels](https://www.optigede.ademe.fr/reemploi-emballages-industriels-contexte-reglementaire)

**Contexte – Achats responsables**

[Acheter responsable dans les entreprises](https://www.optigede.ademe.fr/achats-responsables-acheter-responsable)

**Contexte – Réduire les déchets et les coûts**

[Réduction des déchets de l’entreprise](https://www.optigede.ademe.fr/prevention-dechets-entreprises) [Déchets des entreprises](https://www.ademe.fr/collectivites-secteur-public/integrer-lenvironnement-domaines-dintervention/dechets/dossier/dechets-entreprises-choix-role-collectivite/savoir-plus-dechets-activites-economiques-dits-assimiles)

**Contexte – Trier pour valoriser**

[Tri des déchets (obligation du tri à 5 flux)](https://www.optigede.ademe.fr/tri-dechets-entreprises-introduction) [Déchèteries professionnelles](https://www.optigede.ademe.fr/decheteries-professionnelles) [Valorisation croisée de déchets matières](https://www.optigede.ademe.fr/valorisation-croisee-de-dechets-industriels)

**Conformité réglementaire**

[Décret n°2016-288 du 10 mars 2016 sur le tri des 5 flux](https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032187830&categorieLien=id)","**Mobilisation des acteurs économiques**

[Programme de formation professionnelle au Développement Durable et prévention des déchets (Sictom de la Région de Lavaur)](https://www.optigede.ademe.fr/fiche/programme-de-formation-professionnelle-au-dd-et-prevention-des-dechets)

**Réduire les déchets et les coûts**

[49 entreprises témoins «énergie et matières»: gaspillage évité = marge augmentée](https://www.ademe.fr/49-entreprises-temoins-energie-matieres-gaspillage-evite-marge-augmentee) [Exemple](https://www.auvergne-rhone-alpes.cci.fr/?q=environnement/optim/dechets)

[de réduction du coût des déchets](https://www.auvergne-rhone-alpes.cci.fr/?q=environnement/optim/dechets)

[Mise en place de la consigne pour les bouteilles de vin du Jura consommées localement](https://www.optigede.ademe.fr/fiche/mise-en-place-de-la-consigne-pour-les-bouteilles-de-vin-du-jura-consommees-localement) [Gestion collective des déchets dans le Sud-Ouest Lyonnais](https://www.optigede.ademe.fr/fiche/gestion-collective-des-dechets-dans-le-sud-ouest-lyonnais-69)

**Actions en EHPAD**

[Utilisation de changes lavables pour adultes en EHPAD](https://www.optigede.ademe.fr/fiche/utilisation-de-changes-lavables-pour-adultes-en-ehpad) [Valorisation des déchets de préparation de repas d'une cuisine centrale par compostage in situ](https://www.optigede.ademe.fr/fiche/valorisation-des-dechets-de-preparation-de-repas-dune-cuisine-centrale-par-compostage-situ)

**Actions des entreprises et EPIC**

[Réalisation d'un chantier à faible impact environnemental - Extension du siège social de l'ADEME à Angers](https://www.optigede.ademe.fr/fiche/realisation-dun-chantier-faible-impact-environnemental-extension-du-siege-social-de-lademe) [Collect'Huile: Gestion collective des déchets d'huiles alimentaires en Savoie](https://www.optigede.ademe.fr/fiche/collecthuile-gestion-collective-des-dechets-dhuiles-alimentaires-en-savoie) [Réduction du gaspillage alimentaire en restauration commerciale](https://www.optigede.ademe.fr/fiche/moins-de-gaspi-au-resto-reduction-du-gaspillage-alimentaire-en-restauration-commerciale) [MAGES: Maîtrise et Amélioration de la Gestion Environnementale du Site](https://www.optigede.ademe.fr/fiche/mages-maitrise-et-amelioration-de-la-gestion-environnementale-du-site)","**Liste des actions de prévention des déchets**

[3 axes transversaux et 7 axes thématiques du guide PLPDMA de l’ADEME](http://www.plpdma-guide-ademe.fr/actions-de-prevention-2.html) [Ressources du guide PLPDMA de l’ADEME](http://www.plpdma-guide-ademe.fr/ressources.html) [Renforcer la lutte contre le gaspillage alimentaire dans la restauration collective: fiche-action](http://www.plpdma-guide-ademe.fr/renforcer-la-lutte-contre-le-gaspillage-alimentaire-dans-la-restauration-collect-2.4.2.html) [Soutenir le développement de la réparation et favoriser l'accès aux pièces détachées: fiche-action](http://www.plpdma-guide-ademe.fr/ressources.html) [Encourager et promouvoir l'économie de la fonctionnalité: fiche-action](http://www.plpdma-guide-ademe.fr/encourager-et-promouvoir-leconomie-de-la-fonctionnalite-2.6.4.html) [Encourager les dispositifs de consigne d'emballage pour réemploi: fiche-action](http://www.plpdma-guide-ademe.fr/encourager-les-dispositifs-de-consigne-demballages-pour-reemploi-2.6.5.html)

**Dispositif**

[TPE et PME Gagnantes à tous les coûts](https://www.gagnantessurtouslescouts.fr/) [Coopérer avec les entreprises de mon territoire](https://www.optigede.ademe.fr/mode-d-emploi-dechets-entreprises-collectivites) [Artisans commerçants témoins - kit coordinateur](https://www.optigede.ademe.fr/artisans-commercants-temoins)

**Eco-conception**

[Guide pratique de l’éco-conception](https://www.ademe.fr/guide-pratique-leco-conception) [Panorama des ressources de l’éco-conception](https://www.ademe.fr/sites/default/files/assets/documents/annuaire-panorama-ressources-ecoconception-outils-et-formations-2013.pdf) [Base IMPACTS](http://www.base-impacts.ademe.fr/) [Guide d’éco-conception des DEEE](http://eco3e.eu/introduction/)

**Achats responsables**

[Outils méthodologiques sur les achats responsables](https://www.optigede.ademe.fr/achats-responsables-outils-methodologiques) [Vos achats responsables avec l’Ecolabel européen: simplicité et fiabilité (guide)](https://www.ademe.fr/achats-responsables-lecolabel-europeen-simplicite-fiabilite) [Observatoire des achats responsables](https://www.obsar.asso.fr/)",30,,,,,,,,,,,,,
5.3.1,Informer et former les acteurs économiques,"Dans une logique de sobriété, la collectivité met en place des actions de sensibilisation et de formation à l'attention des acteurs économiques sur les 7 piliers de l'économie circulaire.",,"Entamer des démarches auprès des acteurs économiques ou de leurs représentants locaux (fédérations, réseaux, organismes consulaires, etc.) en fonction des compétences et des enjeux de la collectivité. La collectivité peut s'appuyer sur les actions identifiées dans son diagnostic initial.

Diffuser des documents d'information (déjà disponibles auprès des Communautés de communes, Conseils régionaux, ADEME ou réalisés en propre) sur l'éco-conception, les achats responsables, l'économie de la fonctionnalité, la prévention des déchets, etc.

Promouvoir des MOOCs, des formations ou des évènements à destination des entreprises et des représentants locaux.

Organiser des réunions d'information à destination des entreprises (y compris en partenariat avec les représentants locaux).",,,20,bases,,,,,,,,,,,
5.3.1.1,Réaliser au moins 1 ou 2 actions sur le pilier approvisionnement durable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.1.2,Réaliser au moins 1 ou 2 actions sur le pilier éco-conception,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.1.3,Réaliser au moins 1 ou 2 actions sur le pilier écologie industrielle et territoriale (EIT),Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.1.4,Réaliser au moins 1 ou 2 actions sur le pilier économie de la fonctionnalité,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.1.5,Réaliser au moins 1 ou 2 actions sur le pilier consommation responsable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.1.6,Réaliser au moins 1 ou 2 actions sur le pilier allongement de la durée d'usage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.1.7,Réaliser au moins 1 ou 2 actions sur le pilier recyclage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.2,Aider à l'action à destination des acteurs économiques,"La collectivité met en place des actions concrètes avec les acteurs économiques de son territoire sur les 7 piliers de l'économie circulaire.

Ces actions peuvent être déjà mentionnées dans les axes précédents.",,"Lancer ou participer à des initiatives en matière d'économie circulaire réalisées par les représentants locaux d'entreprises et/ou d'autres acteurs économiques :

Mettre en place des services mutualisés sur une ZI/ZAC ayant un impact sur l'économie circulaire.

Mettre à disposition des équipements ou des lieux favorisant la collecte de flux pour le recyclage ou les plateformes d'échanges pour le réemploi et la réutilisation (bourse des déchets, etc.).

Identifier et mettre à disposition du foncier en faveur d'installations : déchèteries pour les professionnels, etc.

Inciter financièrement ou techniquement (financement d'études environnementales et de diagnostics, montée en compétences, accompagnement collectif ou individuels, etc.)

Organisation de concours autour de l'éco-conception, etc.",,,50,mise en œuvre,,,,,,,,,,,
5.3.2.1,Réaliser au moins 1 ou 2 actions sur le pilier approvisionnement durable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.2.2,Réaliser au moins 1 ou 2 actions sur le pilier éco-conception,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.2.3,Réaliser au moins 1 ou 2 actions sur le pilier écologie industrielle et territoriale (EIT),Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.3.2.4,Réaliser au moins 1 ou 2 actions sur le pilier économie de la fonctionnalité,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
